25		
17580	1005.761	1116.3947
40708	592.0278	633.4697
4690	373.8127	422.4084
3322	429.1079	420.5257
5956	749.6018	712.1217
19094	255.0303	244.8291
0	0	0.0000
7284	225.8954	221.3775
3102	794.1726	857.7064
1562	1080.374	1264.0376
7180	238.944	274.7856
1917	879.5647	1020.2951
2253	533.156	495.8351
5951	1889.528	2059.5855
1890	402.3291	346.0030
7097	947.3188	1023.1043
2009	598.541	514.7453
1340	700.4368	672.4193
25303	578.3286	630.3782
6031	512.3965	553.3882
1041	1570.725	1335.1163
4128	255.6551	258.2117
5452	307.3289	261.2296
3344	2036.128	1628.9024
1067	1967.256	1711.5127
4608	775.239	798.4962
7050	399.2253	351.3183
6194	559.7673	520.5836
5576	312.8831	265.9506
14121	556.0706	455.9779
35119	311.3071	252.1588
7284	225.8954	234.9312
0	0	0.0000
5023	1009.689	979.3983
3512	1216.868	1326.3861
10419	94.2588	96.1440
3543	1104.574	1104.5740
2752	694.9153	583.7289
14412	2047.122	2272.3054
2043	627.115	520.5055
15642	1084.5	1247.1750
5014	626.1548	713.8165
2016	922.3181	747.0777
62034	409.3542	368.4188
15385	365.6853	409.5675
2957	1743.432	1900.3409
5035	104.6478	114.0661
7482	491.1125	520.5793
6758	2164.855	2143.2065
2191	2027.319	2047.5922
6599	933.196	1007.8517
14181	298.8486	254.0213
11688	709.0215	638.1194
3878	1196.489	993.0859
5951	1541.273	1834.1149
21423	790.1213	734.8128
3102	794.1726	833.8812
5023	1009.689	918.8170
0	0	0.0000
11557	663.8762	624.0436
6479	982.7378	943.4283
34261	221.422	223.6362
10134	447.8044	380.6337
27350	1249.763	1124.7867
6929	411.1133	378.2242
7961	1097.608	954.9190
4678	851.8228	724.0494
13511	423.7053	360.1495
29801	1362.874	1376.5027
7549	1288.966	1404.9729
5550	895.0908	1065.1581
3089	1049.266	881.3834
9958	537.6206	596.7589
14110	1493.843	1239.8897
4911	1686.675	1518.0075
2722	912.2104	921.3325
10802	1161.676	1277.8436
2243	1208.328	1365.4106
3202	1502.14	1291.8404
5768	1764.791	1641.2556
27342	907.4331	1007.2507
1562	1080.374	1123.5890
3512	1216.868	985.6631
11557	663.8762	697.0700
0	0	0.0000
5615	1143.791	1143.7910
7095	874.5181	1031.9314
10753	551.6299	584.7277
30362	841.624	866.8727
1783	880.0728	976.8808
3437	1714.651	1731.7975
8897	694.0088	589.9075
2509	1066.563	917.2442
23273	1625.87	1447.0243
5160	1574.822	1748.0524
8750	593.4216	551.8821
2583	1301.511	1054.2239
7288	780.9512	640.3800
17481	955.802	965.3600
7930	1024.566	1137.2683
1278	1519.174	1488.7905
8447	1475.479	1741.0652
8857	603.6477	645.9030
6699	405.8975	434.3103
16578	621.3306	534.3443
51341	237.0703	232.3289
7180	238.944	238.9440
10419	94.2588	81.0626
6479	982.7378	992.5652
5615	1143.791	1029.4119
0	0	0.0000
4448	1094.906	1291.9891
5076	636.9045	738.8092
22463	1978.943	1682.1016
4783	620.488	639.1026
24609	1151.868	1059.7186
9969	535.0244	433.3698
4224	936.2502	908.1627
79945	489.5645	469.9819
20001	453.2583	407.9325
4291	1682.489	1833.9130
10604	198.9058	190.9496
11925	450.2585	373.7146
13091	2086.845	2045.1081
4172	1936.304	1762.0366
12891	992.3379	962.5678
19500	392.9045	388.9755
7248	695.208	653.4955
4198	1241.961	1403.4159
4242	1603.165	1619.1967
15826	932.2173	1006.7947
1917	879.5647	905.9516
3543	1104.574	1093.5283
34261	221.422	221.4220
7095	874.5181	874.5181
4448	1094.906	1094.9060
0	0	0.0000
4370	642.2092	584.4104
17267	1375.635	1251.8279
3929	477.459	525.2049
8602	963.7202	944.4458
2753	1046.119	1213.4980
20013	305.3132	341.9508
28080	1417.072	1459.5842
5971	1337.648	1177.1302
2131	1017.332	885.0788
3579	1125.041	933.7840
6809	677.0608	663.5196
8455	1649.619	1897.0619
2868	1891.166	1891.1660
2336	795.2136	763.4051
5616	1205.747	1350.4366
3559	680.709	571.7956
2454	960.3459	960.3459
3365	1250.962	1413.5871
28537	406.3386	325.0709
2253	533.156	533.1560
2752	694.9153	792.2034
10134	447.8044	488.1068
10753	551.6299	446.8202
5076	636.9045	643.2735
4370	642.2092	680.7418
0	0	0.0000
15287	1358.213	1317.4666
3083	378.5906	348.3034
4092	1236.192	1322.7254
7701	405.0906	433.4469
2809	674.479	768.9061
17291	1096.712	1283.1530
4462	1038.645	1007.4857
3239	1048.539	891.2582
2309	768.1641	637.5762
16003	229.4867	243.2559
8381	1506.451	1521.5155
3033	1503.794	1759.4390
1755	1038.624	851.6717
7266	931.7148	959.6662
9221	1936.572	1917.2063
7975	2318.076	2202.1722
22254	2600.078	2652.0796
65387	1741.873	1480.5921
5951	1889.528	2002.8997
14412	2047.122	2231.3630
27350	1249.763	1049.8009
30362	841.624	740.6291
22463	1978.943	2196.6267
17267	1375.635	1581.9803
15287	1358.213	1331.0487
0	0	0.0000
5454	1608.082	1817.1327
15011	2335.816	2125.5926
17714	1530.57	1346.9016
10037	1661.778	1379.2757
105507	2453.352	2134.4162
20040	2396.794	2708.3772
31780	358.3762	390.6301
10822	2125.512	2231.7876
16450	1582.369	1297.5426
92083	361.5388	404.9235
32908	986.8149	1085.4964
3865	2157.517	2502.7197
24583	2288.748	2563.3978
10099	332.4644	285.9194
1186	786.5959	865.2555
1841	1137.335	1330.6820
12980	485.5564	446.7119
1890	402.3291	366.1195
2043	627.115	570.6747
6929	411.1133	345.3352
1783	880.0728	765.6633
4783	620.488	620.4880
3929	477.459	467.9098
3083	378.5906	306.6584
5454	1608.082	1849.2943
0	0	0.0000
3251	858.251	1021.3187
1126	700.8213	658.7720
5926	348.2725	320.4107
10653	955.6191	946.0629
3062	879.9795	1038.3758
759	1265.573	1303.5402
1255	651.1179	735.7632
6173	254.9977	262.6476
2974	1808.52	1808.5200
1056	1872.696	1666.6994
1504	660.5173	587.8604
4588	751.4614	676.3153
22866	592.5679	592.5679
7443	949.5669	759.6535
23665	1266.851	1114.8289
44097	1186.858	1329.2810
7097	947.3188	1042.0507
15642	1084.5	900.1350
7961	1097.608	998.8233
3437	1714.651	1423.1603
24609	1151.868	967.5691
8602	963.7202	886.6226
4092	1236.192	1384.5350
15011	2335.816	2802.9792
3251	858.251	729.5134
0	0	0.0000
5550	1500.774	1305.6734
9473	675.7505	709.5380
169397	1098.282	933.5397
25073	1021.611	827.5049
1170	1977.613	1819.4040
14272	1015.165	1208.0464
8543	1065.599	1268.0628
8064	2591.447	2772.8483
1840	2725.79	2480.4689
20618	197.8015	231.4278
20937	923.2229	840.1328
3388	908.7715	908.7715
1162	938.7461	863.6464
6517	1124.778	1259.7514
51525	345.8738	377.0024
2009	598.541	484.8182
5014	626.1548	563.5393
4678	851.8228	1013.6691
8897	694.0088	645.4282
9969	535.0244	620.6283
2753	1046.119	1129.8085
7701	405.0906	356.4797
17714	1530.57	1408.1244
1126	700.8213	735.8624
5550	1500.774	1725.8901
0	0	0.0000
2152	1039.77	904.5999
26816	1018.399	1181.3428
6931	987.8645	810.0489
4947	1280.737	1408.8107
2676	728.3743	728.3743
8033	450.3982	450.3982
12692	1589.835	1414.9532
6157	1401.321	1471.3871
3065	1311.21	1429.2189
12044	922.3145	1079.1080
9986	426.1877	396.3546
5105	999.5005	839.5804
3541	1368.267	1573.5071
14354	830.3635	830.3635
1340	700.4368	728.4543
2016	922.3181	802.4167
13511	423.7053	444.8906
2509	1066.563	1258.5443
4224	936.2502	1076.6877
20013	305.3132	314.4726
2809	674.479	580.0519
10037	1661.778	1827.9558
5926	348.2725	365.6861
9473	675.7505	797.3856
2152	1039.77	1018.9746
0	0	0.0000
21806	1178.439	966.3200
4519	1095.657	887.4822
886	1304.043	1225.8004
1742	918.5615	1028.7889
4782	601.9917	650.1510
6453	1916.578	2127.4016
2022	2090.089	2278.1970
3546	496.4224	536.1362
5065	963.0435	876.3696
46618	756.1987	665.4549
24817	179.2426	181.0350
205088	190.3157	186.5094
172895	720.4687	814.1296
25303	578.3286	503.1459
62034	409.3542	450.2896
29801	1362.874	1431.0177
23273	1625.87	1869.7505
79945	489.5645	430.8168
28080	1417.072	1374.5598
17291	1096.712	1129.6134
105507	2453.352	2723.2207
10653	955.6191	1118.0743
169397	1098.282	1197.1274
26816	1018.399	1171.1589
21806	1178.439	1001.6732
0	0	0.0000
9040	84.3365	99.5171
11139	2143.565	2507.9711
63153	328.7515	364.9142
34092	880.5469	739.6594
70935	2574.082	2805.7494
14957	2415.489	2487.9537
28398	1008.2	836.8060
166694	215.561	176.7600
11639	672.5906	753.3015
6532	96.2744	103.0136
37669	274.3105	233.1639
37305	675.3437	621.3162
6031	512.3965	568.7601
15385	365.6853	351.0579
7549	1288.966	1160.0694
5160	1574.822	1716.5560
20001	453.2583	507.6493
5971	1337.648	1096.8714
4462	1038.645	1100.9637
20040	2396.794	2660.4413
3062	879.9795	1047.1756
25073	1021.611	1001.1788
6931	987.8645	869.3208
4519	1095.657	1227.1358
9040	84.3365	78.4329
0	0	0.0000
2802	2082.316	2207.2550
30224	273.4106	300.7517
7982	818.1228	670.8607
14964	2526.562	2147.5777
4589	2388.689	2651.4448
6227	926.6267	1010.0231
12359	132.7684	120.8192
1380	1590.224	1781.0509
806	1999.584	2039.5757
2885	2299.429	2276.4347
15418	1447.104	1316.8646
1041	1570.725	1712.0903
2957	1743.432	1865.4722
5550	895.0908	769.7781
8750	593.4216	706.1717
4291	1682.489	1446.9405
2131	1017.332	1149.5852
3239	1048.539	1132.4221
31780	358.3762	329.7061
759	1265.573	1379.4746
1170	1977.613	1918.2846
4947	1280.737	1370.3886
886	1304.043	1538.7707
11139	2143.565	2186.4363
2802	2082.316	1686.6760
0	0	0.0000
1869	1814.83	1542.6055
3716	1264.193	1504.3897
11510	661.6543	641.8047
3519	1129.327	1310.0193
569	1800.098	1836.1000
3520	1968.689	2263.9924
5261	527.3008	437.6597
8184	210.7656	248.7034
13200	494.2224	528.8180
26221	403.8657	476.5615
4128	255.6551	265.8813
5035	104.6478	86.8577
3089	1049.266	1112.2220
2583	1301.511	1340.5563
10604	198.9058	165.0918
3579	1125.041	1248.7955
2309	768.1641	814.2539
10822	2125.512	2423.0837
1255	651.1179	566.4726
14272	1015.165	1035.4683
2676	728.3743	728.3743
1742	918.5615	909.3759
63153	328.7515	341.9016
30224	273.4106	314.4222
1869	1814.83	1851.1266
0	0	0.0000
5020	552.4229	618.7136
6610	2253.211	2005.3578
2139	2128.828	1724.3507
5431	875.2542	1006.5423
13541	194.5945	215.9999
5985	483.4673	425.4512
3896	736.3755	832.1043
7116	1043.484	1210.4414
42303	255.8823	301.9411
5452	307.3289	365.7214
7482	491.1125	471.4680
9958	537.6206	526.8682
7288	780.9512	687.2371
11925	450.2585	499.7869
6809	677.0608	616.1253
16003	229.4867	268.4994
16450	1582.369	1360.8373
6173	254.9977	219.2980
8543	1065.599	1161.5029
8033	450.3982	364.8225
4782	601.9917	517.7129
34092	880.5469	959.7961
7982	818.1228	859.0289
3716	1264.193	1251.5511
5020	552.4229	502.7048
0	0	0.0000
9942	1735.937	1978.9682
3276	1712.136	1438.1942
3820	871.6396	836.7740
11799	706.5024	826.6078
6731	2140.978	1884.0606
7333	2456.263	2063.2609
17165	2703.402	2919.6742
35303	1853.617	2205.8042
3344	2036.128	1893.5990
6758	2164.855	2056.6123
14110	1493.843	1553.5967
17481	955.802	1099.1723
13091	2086.845	1711.2129
8455	1649.619	1600.1304
8381	1506.451	1611.9026
92083	361.5388	390.4619
2974	1808.52	2079.7980
8064	2591.447	3057.9075
12692	1589.835	1383.1565
6453	1916.578	2127.4016
70935	2574.082	3011.6759
14964	2526.562	2728.6870
11510	661.6543	688.1205
6610	2253.211	1847.6330
9942	1735.937	1631.7808
0	0	0.0000
35285	694.9363	820.0248
2566	2404.839	2861.7584
19926	2430.269	2405.9663
2704	2184.402	2228.0900
3719	2339.509	2667.0403
4284	2503.828	2353.5983
13618	1733.132	1889.1139
1067	1967.256	1672.1676
2191	2027.319	1986.7726
4911	1686.675	1399.9403
7930	1024.566	1106.5313
4172	1936.304	2304.2018
2868	1891.166	1720.9611
3033	1503.794	1398.5284
32908	986.8149	996.6830
1056	1872.696	2228.5082
1840	2725.79	2507.7268
6157	1401.321	1401.3210
2022	2090.089	2090.0890
14957	2415.489	2729.5026
4589	2388.689	2866.4268
3519	1129.327	1219.6732
2139	2128.828	2426.8639
3276	1712.136	1403.9515
35285	694.9363	813.0755
0	0	0.0000
940	2528.479	2958.3204
4951	2321.873	2739.8101
12250	408.1648	457.1446
2015	844.1663	675.3330
8085	1188.549	1283.6329
17580	1005.761	1196.8556
4608	775.239	883.7725
6599	933.196	886.5362
2722	912.2104	1003.4314
1278	1519.174	1412.8318
12891	992.3379	1041.9548
2336	795.2136	819.0700
1755	1038.624	976.3066
3865	2157.517	2567.4452
1504	660.5173	686.9380
20618	197.8015	205.7136
3065	1311.21	1521.0036
3546	496.4224	466.6371
28398	1008.2	1098.9380
6227	926.6267	1084.1532
569	1800.098	2124.1156
5431	875.2542	936.5220
3820	871.6396	984.9527
2566	2404.839	2428.8874
940	2528.479	2654.9030
0	0	0.0000
6237	813.5513	886.7709
16132	540.7388	465.0354
565	36.4947	39.4143
51895	405.7886	369.2676
40708	592.0278	710.4334
7050	399.2253	371.2795
14181	298.8486	307.8141
10802	1161.676	987.4246
8447	1475.479	1357.4407
19500	392.9045	318.2526
5616	1205.747	1121.3447
7266	931.7148	847.8605
24583	2288.748	2288.7480
4588	751.4614	713.8883
20937	923.2229	932.4551
12044	922.3145	756.2979
5065	963.0435	808.9565
166694	215.561	194.0049
12359	132.7684	152.6837
3520	1968.689	1850.5677
13541	194.5945	229.6215
11799	706.5024	812.4778
19926	2430.269	2673.2959
4951	2321.873	2763.0289
6237	813.5513	658.9766
0	0	0.0000

325255
207016
426090
487868
201311
342801
365825
282105
388364
281752
281208
448379
138525
414656
308838
236472
498142
381664
154188
326105
327492
408115
266820
264064
32554
